x	y	z	contour type	sliceID	weight	time frame
36.995	-60.510	45.246	MITRAL_VALVE	1	1.0	7
70.726	-33.469	63.482	MITRAL_VALVE	1	1.0	7
35.831	-72.099	35.794	TRICUSPID_VALVE	1	1.0	7
-1.137	-94.311	21.955	TRICUSPID_VALVE	1	1.0	7
42.853	-66.250	61.666	MITRAL_VALVE	2	1.0	7
55.874	-36.416	41.555	MITRAL_VALVE	2	1.0	7
40.518	-67.493	64.603	AORTA_VALVE	2	1.0	7
41.904	-94.841	67.430	AORTA_VALVE	2	1.0	7
59.986	-56.295	60.952	MITRAL_VALVE	3	1.0	7
49.447	-40.788	34.702	MITRAL_VALVE	3	1.0	7
97.166	-115.974	6.133	APEX_POINT	2	1.0	7
41.978	-47.955	55.028	LAX_LV_ENDOCARDIAL	1	1.0	7
40.640	-48.921	54.393	LAX_LV_ENDOCARDIAL	1	1.0	7
39.302	-49.887	53.758	LAX_LV_ENDOCARDIAL	1	1.0	7
39.205	-50.852	52.971	LAX_LV_ENDOCARDIAL	1	1.0	7
37.868	-51.818	52.336	LAX_LV_ENDOCARDIAL	1	1.0	7
37.771	-52.784	51.548	LAX_LV_ENDOCARDIAL	1	1.0	7
36.433	-53.750	50.913	LAX_LV_ENDOCARDIAL	1	1.0	7
36.336	-54.715	50.125	LAX_LV_ENDOCARDIAL	1	1.0	7
34.999	-55.681	49.490	LAX_LV_ENDOCARDIAL	1	1.0	7
33.758	-55.681	49.643	LAX_LV_ENDOCARDIAL	1	1.0	7
32.420	-56.647	49.008	LAX_LV_ENDOCARDIAL	1	1.0	7
33.564	-57.613	48.068	LAX_LV_ENDOCARDIAL	1	1.0	7
33.467	-58.578	47.280	LAX_LV_ENDOCARDIAL	1	1.0	7
34.611	-59.544	46.340	LAX_LV_ENDOCARDIAL	1	1.0	7
39.282	-62.441	43.366	LAX_LV_ENDOCARDIAL	1	1.0	7
40.426	-63.407	42.425	LAX_LV_ENDOCARDIAL	1	1.0	7
41.569	-64.373	41.485	LAX_LV_ENDOCARDIAL	1	1.0	7
42.810	-64.373	41.332	LAX_LV_ENDOCARDIAL	1	1.0	7
43.954	-65.339	40.392	LAX_LV_ENDOCARDIAL	1	1.0	7
45.194	-65.339	40.239	LAX_LV_ENDOCARDIAL	1	1.0	7
46.338	-66.304	39.298	LAX_LV_ENDOCARDIAL	1	1.0	7
47.579	-66.304	39.146	LAX_LV_ENDOCARDIAL	1	1.0	7
48.722	-67.270	38.205	LAX_LV_ENDOCARDIAL	1	1.0	7
49.963	-67.270	38.053	LAX_LV_ENDOCARDIAL	1	1.0	7
51.107	-68.236	37.112	LAX_LV_ENDOCARDIAL	1	1.0	7
52.347	-68.236	36.959	LAX_LV_ENDOCARDIAL	1	1.0	7
53.491	-69.202	36.019	LAX_LV_ENDOCARDIAL	1	1.0	7
54.731	-69.202	35.866	LAX_LV_ENDOCARDIAL	1	1.0	7
55.875	-70.167	34.926	LAX_LV_ENDOCARDIAL	1	1.0	7
57.116	-70.167	34.773	LAX_LV_ENDOCARDIAL	1	1.0	7
58.259	-71.133	33.833	LAX_LV_ENDOCARDIAL	1	1.0	7
59.500	-71.133	33.680	LAX_LV_ENDOCARDIAL	1	1.0	7
60.644	-72.099	32.739	LAX_LV_ENDOCARDIAL	1	1.0	7
61.787	-73.064	31.799	LAX_LV_ENDOCARDIAL	1	1.0	7
63.028	-73.064	31.646	LAX_LV_ENDOCARDIAL	1	1.0	7
64.172	-74.030	30.706	LAX_LV_ENDOCARDIAL	1	1.0	7
65.315	-74.996	29.765	LAX_LV_ENDOCARDIAL	1	1.0	7
66.459	-75.962	28.825	LAX_LV_ENDOCARDIAL	1	1.0	7
67.603	-76.927	27.884	LAX_LV_ENDOCARDIAL	1	1.0	7
68.843	-76.927	27.732	LAX_LV_ENDOCARDIAL	1	1.0	7
69.987	-77.893	26.791	LAX_LV_ENDOCARDIAL	1	1.0	7
71.130	-78.859	25.851	LAX_LV_ENDOCARDIAL	1	1.0	7
72.274	-79.825	24.910	LAX_LV_ENDOCARDIAL	1	1.0	7
73.418	-80.790	23.970	LAX_LV_ENDOCARDIAL	1	1.0	7
74.561	-81.756	23.029	LAX_LV_ENDOCARDIAL	1	1.0	7
75.705	-82.722	22.089	LAX_LV_ENDOCARDIAL	1	1.0	7
75.608	-83.688	21.301	LAX_LV_ENDOCARDIAL	1	1.0	7
