x	y	z	contour type	sliceID	weight	time frame
35.193	-53.750	51.066	MITRAL_VALVE	1	1.0	20
69.603	-19.948	74.815	MITRAL_VALVE	1	1.0	20
33.641	-69.202	38.463	TRICUSPID_VALVE	1	1.0	20
-8.949	-85.619	30.114	TRICUSPID_VALVE	1	1.0	20
42.123	-65.919	62.467	MITRAL_VALVE	2	1.0	20
54.326	-38.537	43.714	MITRAL_VALVE	2	1.0	20
40.038	-66.913	65.071	AORTA_VALVE	2	1.0	20
41.136	-90.335	67.597	AORTA_VALVE	2	1.0	20
59.986	-56.295	57.202	MITRAL_VALVE	3	1.0	20
48.845	-39.901	32.202	MITRAL_VALVE	3	1.0	20
98.384	-103.968	1.705	APEX_POINT	1	1.0	20
33.196	-48.921	55.310	LAX_LV_ENDOCARDIAL	1	1.0	20
31.859	-49.887	54.675	LAX_LV_ENDOCARDIAL	1	1.0	20
30.521	-50.852	54.040	LAX_LV_ENDOCARDIAL	1	1.0	20
29.183	-51.818	53.405	LAX_LV_ENDOCARDIAL	1	1.0	20
29.086	-52.784	52.617	LAX_LV_ENDOCARDIAL	1	1.0	20
30.230	-53.750	51.677	LAX_LV_ENDOCARDIAL	1	1.0	20
31.374	-54.715	50.736	LAX_LV_ENDOCARDIAL	1	1.0	20
31.277	-55.681	49.949	LAX_LV_ENDOCARDIAL	1	1.0	20
32.420	-56.647	49.008	LAX_LV_ENDOCARDIAL	1	1.0	20
32.323	-57.613	48.221	LAX_LV_ENDOCARDIAL	1	1.0	20
33.467	-58.578	47.280	LAX_LV_ENDOCARDIAL	1	1.0	20
34.611	-59.544	46.340	LAX_LV_ENDOCARDIAL	1	1.0	20
35.754	-60.510	45.399	LAX_LV_ENDOCARDIAL	1	1.0	20
36.898	-61.476	44.459	LAX_LV_ENDOCARDIAL	1	1.0	20
38.042	-62.441	43.518	LAX_LV_ENDOCARDIAL	1	1.0	20
39.185	-63.407	42.578	LAX_LV_ENDOCARDIAL	1	1.0	20
40.426	-63.407	42.425	LAX_LV_ENDOCARDIAL	1	1.0	20
41.569	-64.373	41.485	LAX_LV_ENDOCARDIAL	1	1.0	20
42.713	-65.339	40.544	LAX_LV_ENDOCARDIAL	1	1.0	20
43.954	-65.339	40.392	LAX_LV_ENDOCARDIAL	1	1.0	20
45.097	-66.304	39.451	LAX_LV_ENDOCARDIAL	1	1.0	20
46.338	-66.304	39.298	LAX_LV_ENDOCARDIAL	1	1.0	20
47.482	-67.270	38.358	LAX_LV_ENDOCARDIAL	1	1.0	20
48.722	-67.270	38.205	LAX_LV_ENDOCARDIAL	1	1.0	20
49.866	-68.236	37.265	LAX_LV_ENDOCARDIAL	1	1.0	20
51.010	-69.202	36.324	LAX_LV_ENDOCARDIAL	1	1.0	20
52.250	-69.202	36.172	LAX_LV_ENDOCARDIAL	1	1.0	20
53.394	-70.167	35.231	LAX_LV_ENDOCARDIAL	1	1.0	20
54.538	-71.133	34.291	LAX_LV_ENDOCARDIAL	1	1.0	20
55.778	-71.133	34.138	LAX_LV_ENDOCARDIAL	1	1.0	20
56.922	-72.099	33.198	LAX_LV_ENDOCARDIAL	1	1.0	20
58.066	-73.064	32.257	LAX_LV_ENDOCARDIAL	1	1.0	20
59.209	-74.030	31.317	LAX_LV_ENDOCARDIAL	1	1.0	20
60.353	-74.996	30.376	LAX_LV_ENDOCARDIAL	1	1.0	20
61.496	-75.962	29.436	LAX_LV_ENDOCARDIAL	1	1.0	20
62.640	-76.927	28.495	LAX_LV_ENDOCARDIAL	1	1.0	20
63.784	-77.893	27.555	LAX_LV_ENDOCARDIAL	1	1.0	20
63.687	-78.859	26.767	LAX_LV_ENDOCARDIAL	1	1.0	20
64.830	-79.825	25.827	LAX_LV_ENDOCARDIAL	1	1.0	20
64.733	-80.790	25.039	LAX_LV_ENDOCARDIAL	1	1.0	20
65.877	-81.756	24.099	LAX_LV_ENDOCARDIAL	1	1.0	20
65.780	-82.722	23.311	LAX_LV_ENDOCARDIAL	1	1.0	20
66.924	-83.688	22.371	LAX_LV_ENDOCARDIAL	1	1.0	20
66.827	-84.653	21.583	LAX_LV_ENDOCARDIAL	1	1.0	20
67.970	-85.619	20.643	LAX_LV_ENDOCARDIAL	1	1.0	20
67.873	-86.585	19.855	LAX_LV_ENDOCARDIAL	1	1.0	20
67.776	-87.551	19.067	LAX_LV_ENDOCARDIAL	1	1.0	20
68.920	-88.516	18.127	LAX_LV_ENDOCARDIAL	1	1.0	20
68.823	-89.482	17.339	LAX_LV_ENDOCARDIAL	1	1.0	20
69.967	-90.448	16.399	LAX_LV_ENDOCARDIAL	1	1.0	20
69.870	-91.414	15.611	LAX_LV_ENDOCARDIAL	1	1.0	20
71.013	-92.379	14.671	LAX_LV_ENDOCARDIAL	1	1.0	20
70.916	-93.345	13.883	LAX_LV_ENDOCARDIAL	1	1.0	20
70.819	-94.311	13.095	LAX_LV_ENDOCARDIAL	1	1.0	20
71.963	-95.277	12.155	LAX_LV_ENDOCARDIAL	1	1.0	20
71.866	-96.243	11.367	LAX_LV_ENDOCARDIAL	1	1.0	20
73.010	-97.208	10.427	LAX_LV_ENDOCARDIAL	1	1.0	20
72.913	-98.174	9.639	LAX_LV_ENDOCARDIAL	1	1.0	20
74.056	-99.140	8.699	LAX_LV_ENDOCARDIAL	1	1.0	20
75.200	-100.106	7.758	LAX_LV_ENDOCARDIAL	1	1.0	20
76.344	-101.071	6.818	LAX_LV_ENDOCARDIAL	1	1.0	20
77.487	-102.037	5.877	LAX_LV_ENDOCARDIAL	1	1.0	20
78.631	-103.003	4.937	LAX_LV_ENDOCARDIAL	1	1.0	20
79.871	-103.003	4.784	LAX_LV_ENDOCARDIAL	1	1.0	20
81.112	-103.003	4.631	LAX_LV_ENDOCARDIAL	1	1.0	20
82.256	-103.968	3.691	LAX_LV_ENDOCARDIAL	1	1.0	20
83.496	-103.968	3.538	LAX_LV_ENDOCARDIAL	1	1.0	20
84.640	-104.934	2.598	LAX_LV_ENDOCARDIAL	1	1.0	20
