x	y	z	contour type	sliceID	weight	time frame
34.243	-50.852	53.581	MITRAL_VALVE	1	1.0	2
67.974	-23.811	71.817	MITRAL_VALVE	1	1.0	2
31.547	-65.339	41.919	TRICUSPID_VALVE	1	1.0	2
-5.983	-80.790	33.746	TRICUSPID_VALVE	1	1.0	2
42.553	-62.521	61.410	MITRAL_VALVE	2	1.0	2
53.540	-37.660	44.493	MITRAL_VALVE	2	1.0	2
40.218	-63.764	64.347	AORTA_VALVE	2	1.0	2
43.640	-86.140	63.981	AORTA_VALVE	2	1.0	2
57.176	-52.160	62.202	MITRAL_VALVE	3	1.0	2
48.745	-39.754	29.702	MITRAL_VALVE	3	1.0	2
97.996	-107.831	-1.446	APEX_POINT	1	1.0	2
70.359	-24.777	70.724	LAX_LV_ENDOCARDIAL	1	1.0	2
70.359	-24.777	70.724	LAX_LV_ENDOCARDIAL	1	1.0	2
34.049	-52.784	52.006	LAX_LV_ENDOCARDIAL	1	1.0	2
32.808	-52.784	52.159	LAX_LV_ENDOCARDIAL	1	1.0	2
31.471	-53.750	51.524	LAX_LV_ENDOCARDIAL	1	1.0	2
31.374	-54.715	50.736	LAX_LV_ENDOCARDIAL	1	1.0	2
32.517	-55.681	49.796	LAX_LV_ENDOCARDIAL	1	1.0	2
32.420	-56.647	49.008	LAX_LV_ENDOCARDIAL	1	1.0	2
32.323	-57.613	48.221	LAX_LV_ENDOCARDIAL	1	1.0	2
33.467	-58.578	47.280	LAX_LV_ENDOCARDIAL	1	1.0	2
33.370	-59.544	46.492	LAX_LV_ENDOCARDIAL	1	1.0	2
34.514	-60.510	45.552	LAX_LV_ENDOCARDIAL	1	1.0	2
35.657	-61.476	44.612	LAX_LV_ENDOCARDIAL	1	1.0	2
36.801	-62.441	43.671	LAX_LV_ENDOCARDIAL	1	1.0	2
36.704	-63.407	42.883	LAX_LV_ENDOCARDIAL	1	1.0	2
37.848	-64.373	41.943	LAX_LV_ENDOCARDIAL	1	1.0	2
39.088	-64.373	41.790	LAX_LV_ENDOCARDIAL	1	1.0	2
40.232	-65.339	40.850	LAX_LV_ENDOCARDIAL	1	1.0	2
41.376	-66.304	39.910	LAX_LV_ENDOCARDIAL	1	1.0	2
42.519	-67.270	38.969	LAX_LV_ENDOCARDIAL	1	1.0	2
43.760	-67.270	38.816	LAX_LV_ENDOCARDIAL	1	1.0	2
44.903	-68.236	37.876	LAX_LV_ENDOCARDIAL	1	1.0	2
46.144	-68.236	37.723	LAX_LV_ENDOCARDIAL	1	1.0	2
47.288	-69.202	36.783	LAX_LV_ENDOCARDIAL	1	1.0	2
48.528	-69.202	36.630	LAX_LV_ENDOCARDIAL	1	1.0	2
49.672	-70.167	35.690	LAX_LV_ENDOCARDIAL	1	1.0	2
50.913	-70.167	35.537	LAX_LV_ENDOCARDIAL	1	1.0	2
52.056	-71.133	34.596	LAX_LV_ENDOCARDIAL	1	1.0	2
53.297	-71.133	34.444	LAX_LV_ENDOCARDIAL	1	1.0	2
54.441	-72.099	33.503	LAX_LV_ENDOCARDIAL	1	1.0	2
55.681	-72.099	33.350	LAX_LV_ENDOCARDIAL	1	1.0	2
56.825	-73.064	32.410	LAX_LV_ENDOCARDIAL	1	1.0	2
58.066	-73.064	32.257	LAX_LV_ENDOCARDIAL	1	1.0	2
59.209	-74.030	31.317	LAX_LV_ENDOCARDIAL	1	1.0	2
60.353	-74.996	30.376	LAX_LV_ENDOCARDIAL	1	1.0	2
61.496	-75.962	29.436	LAX_LV_ENDOCARDIAL	1	1.0	2
62.640	-76.927	28.495	LAX_LV_ENDOCARDIAL	1	1.0	2
63.784	-77.893	27.555	LAX_LV_ENDOCARDIAL	1	1.0	2
64.927	-78.859	26.615	LAX_LV_ENDOCARDIAL	1	1.0	2
64.830	-79.825	25.827	LAX_LV_ENDOCARDIAL	1	1.0	2
65.974	-80.790	24.887	LAX_LV_ENDOCARDIAL	1	1.0	2
67.118	-81.756	23.946	LAX_LV_ENDOCARDIAL	1	1.0	2
67.021	-82.722	23.158	LAX_LV_ENDOCARDIAL	1	1.0	2
66.924	-83.688	22.371	LAX_LV_ENDOCARDIAL	1	1.0	2
68.067	-84.653	21.430	LAX_LV_ENDOCARDIAL	1	1.0	2
67.970	-85.619	20.643	LAX_LV_ENDOCARDIAL	1	1.0	2
69.114	-86.585	19.702	LAX_LV_ENDOCARDIAL	1	1.0	2
69.017	-87.551	18.915	LAX_LV_ENDOCARDIAL	1	1.0	2
68.920	-88.516	18.127	LAX_LV_ENDOCARDIAL	1	1.0	2
70.064	-89.482	17.186	LAX_LV_ENDOCARDIAL	1	1.0	2
69.967	-90.448	16.399	LAX_LV_ENDOCARDIAL	1	1.0	2
71.110	-91.414	15.458	LAX_LV_ENDOCARDIAL	1	1.0	2
71.013	-92.379	14.671	LAX_LV_ENDOCARDIAL	1	1.0	2
70.916	-93.345	13.883	LAX_LV_ENDOCARDIAL	1	1.0	2
72.060	-94.311	12.943	LAX_LV_ENDOCARDIAL	1	1.0	2
71.963	-95.277	12.155	LAX_LV_ENDOCARDIAL	1	1.0	2
71.866	-96.243	11.367	LAX_LV_ENDOCARDIAL	1	1.0	2
