x	y	z	contour type	sliceID	weight	time frame
34.146	-51.818	52.794	MITRAL_VALVE	1	1.0	11
67.974	-23.811	71.817	MITRAL_VALVE	1	1.0	11
34.126	-64.373	42.401	TRICUSPID_VALVE	1	1.0	11
1.364	-81.756	32.042	TRICUSPID_VALVE	1	1.0	11
32.814	-62.521	72.819	MITRAL_VALVE	2	1.0	11
51.217	-28.958	45.797	MITRAL_VALVE	2	1.0	11
29.668	-63.764	76.707	AORTA_VALVE	2	1.0	11
35.624	-87.383	73.574	AORTA_VALVE	2	1.0	11
55.771	-50.092	67.202	MITRAL_VALVE	3	1.0	11
48.042	-38.720	38.452	MITRAL_VALVE	3	1.0	11
97.666	-122.189	6.560	APEX_POINT	2	1.0	11
31.762	-50.852	53.887	LAX_LV_ENDOCARDIAL	1	1.0	11
30.521	-50.852	54.040	LAX_LV_ENDOCARDIAL	1	1.0	11
29.183	-51.818	53.405	LAX_LV_ENDOCARDIAL	1	1.0	11
30.327	-52.784	52.464	LAX_LV_ENDOCARDIAL	1	1.0	11
30.230	-53.750	51.677	LAX_LV_ENDOCARDIAL	1	1.0	11
31.374	-54.715	50.736	LAX_LV_ENDOCARDIAL	1	1.0	11
32.517	-55.681	49.796	LAX_LV_ENDOCARDIAL	1	1.0	11
32.420	-56.647	49.008	LAX_LV_ENDOCARDIAL	1	1.0	11
33.564	-57.613	48.068	LAX_LV_ENDOCARDIAL	1	1.0	11
34.708	-58.578	47.127	LAX_LV_ENDOCARDIAL	1	1.0	11
35.851	-59.544	46.187	LAX_LV_ENDOCARDIAL	1	1.0	11
36.995	-60.510	45.246	LAX_LV_ENDOCARDIAL	1	1.0	11
38.236	-60.510	45.094	LAX_LV_ENDOCARDIAL	1	1.0	11
39.379	-61.476	44.153	LAX_LV_ENDOCARDIAL	1	1.0	11
40.523	-62.441	43.213	LAX_LV_ENDOCARDIAL	1	1.0	11
41.764	-62.441	43.060	LAX_LV_ENDOCARDIAL	1	1.0	11
42.907	-63.407	42.120	LAX_LV_ENDOCARDIAL	1	1.0	11
44.148	-63.407	41.967	LAX_LV_ENDOCARDIAL	1	1.0	11
45.291	-64.373	41.026	LAX_LV_ENDOCARDIAL	1	1.0	11
46.435	-65.339	40.086	LAX_LV_ENDOCARDIAL	1	1.0	11
47.676	-65.339	39.933	LAX_LV_ENDOCARDIAL	1	1.0	11
48.819	-66.304	38.993	LAX_LV_ENDOCARDIAL	1	1.0	11
49.963	-67.270	38.053	LAX_LV_ENDOCARDIAL	1	1.0	11
51.204	-67.270	37.900	LAX_LV_ENDOCARDIAL	1	1.0	11
52.347	-68.236	36.959	LAX_LV_ENDOCARDIAL	1	1.0	11
53.491	-69.202	36.019	LAX_LV_ENDOCARDIAL	1	1.0	11
54.635	-70.167	35.078	LAX_LV_ENDOCARDIAL	1	1.0	11
55.875	-70.167	34.926	LAX_LV_ENDOCARDIAL	1	1.0	11
57.019	-71.133	33.985	LAX_LV_ENDOCARDIAL	1	1.0	11
58.162	-72.099	33.045	LAX_LV_ENDOCARDIAL	1	1.0	11
59.306	-73.064	32.104	LAX_LV_ENDOCARDIAL	1	1.0	11
60.450	-74.030	31.164	LAX_LV_ENDOCARDIAL	1	1.0	11
61.593	-74.996	30.224	LAX_LV_ENDOCARDIAL	1	1.0	11
62.737	-75.962	29.283	LAX_LV_ENDOCARDIAL	1	1.0	11
63.881	-76.927	28.343	LAX_LV_ENDOCARDIAL	1	1.0	11
65.024	-77.893	27.402	LAX_LV_ENDOCARDIAL	1	1.0	11
64.927	-78.859	26.615	LAX_LV_ENDOCARDIAL	1	1.0	11
66.071	-79.825	25.674	LAX_LV_ENDOCARDIAL	1	1.0	11
67.215	-80.790	24.734	LAX_LV_ENDOCARDIAL	1	1.0	11
67.118	-81.756	23.946	LAX_LV_ENDOCARDIAL	1	1.0	11
68.261	-82.722	23.006	LAX_LV_ENDOCARDIAL	1	1.0	11
68.164	-83.688	22.218	LAX_LV_ENDOCARDIAL	1	1.0	11
69.308	-84.653	21.277	LAX_LV_ENDOCARDIAL	1	1.0	11
69.211	-85.619	20.490	LAX_LV_ENDOCARDIAL	1	1.0	11
70.355	-86.585	19.549	LAX_LV_ENDOCARDIAL	1	1.0	11
70.258	-87.551	18.762	LAX_LV_ENDOCARDIAL	1	1.0	11
71.401	-88.516	17.821	LAX_LV_ENDOCARDIAL	1	1.0	11
71.304	-89.482	17.034	LAX_LV_ENDOCARDIAL	1	1.0	11
72.448	-90.448	16.093	LAX_LV_ENDOCARDIAL	1	1.0	11
72.351	-91.414	15.306	LAX_LV_ENDOCARDIAL	1	1.0	11
73.495	-92.379	14.365	LAX_LV_ENDOCARDIAL	1	1.0	11
73.398	-93.345	13.577	LAX_LV_ENDOCARDIAL	1	1.0	11
73.301	-94.311	12.790	LAX_LV_ENDOCARDIAL	1	1.0	11
74.444	-95.277	11.849	LAX_LV_ENDOCARDIAL	1	1.0	11
74.347	-96.243	11.062	LAX_LV_ENDOCARDIAL	1	1.0	11
75.491	-97.208	10.121	LAX_LV_ENDOCARDIAL	1	1.0	11
76.635	-98.174	9.181	LAX_LV_ENDOCARDIAL	1	1.0	11
77.778	-99.140	8.240	LAX_LV_ENDOCARDIAL	1	1.0	11
78.922	-100.106	7.300	LAX_LV_ENDOCARDIAL	1	1.0	11
80.162	-100.106	7.147	LAX_LV_ENDOCARDIAL	1	1.0	11
81.306	-101.071	6.207	LAX_LV_ENDOCARDIAL	1	1.0	11
82.547	-101.071	6.054	LAX_LV_ENDOCARDIAL	1	1.0	11
83.787	-101.071	5.901	LAX_LV_ENDOCARDIAL	1	1.0	11
84.931	-102.037	4.961	LAX_LV_ENDOCARDIAL	1	1.0	11
86.172	-102.037	4.808	LAX_LV_ENDOCARDIAL	1	1.0	11
87.315	-103.003	3.868	LAX_LV_ENDOCARDIAL	1	1.0	11
88.556	-103.003	3.715	LAX_LV_ENDOCARDIAL	1	1.0	11
89.797	-103.003	3.562	LAX_LV_ENDOCARDIAL	1	1.0	11
91.037	-103.003	3.409	LAX_LV_ENDOCARDIAL	1	1.0	11
92.278	-103.003	3.257	LAX_LV_ENDOCARDIAL	1	1.0	11
93.519	-103.003	3.104	LAX_LV_ENDOCARDIAL	1	1.0	11
94.856	-102.037	3.739	LAX_LV_ENDOCARDIAL	1	1.0	11
96.097	-102.037	3.586	LAX_LV_ENDOCARDIAL	1	1.0	11
97.337	-102.037	3.433	LAX_LV_ENDOCARDIAL	1	1.0	11
98.675	-101.071	4.068	LAX_LV_ENDOCARDIAL	1	1.0	11
100.013	-100.106	4.703	LAX_LV_ENDOCARDIAL	1	1.0	11
101.253	-100.106	4.550	LAX_LV_ENDOCARDIAL	1	1.0	11
102.591	-99.140	5.185	LAX_LV_ENDOCARDIAL	1	1.0	11
102.688	-98.174	5.973	LAX_LV_ENDOCARDIAL	1	1.0	11
104.025	-97.208	6.608	LAX_LV_ENDOCARDIAL	1	1.0	11
104.122	-96.243	7.396	LAX_LV_ENDOCARDIAL	1	1.0	11
105.460	-95.277	8.030	LAX_LV_ENDOCARDIAL	1	1.0	11
105.557	-94.311	8.818	LAX_LV_ENDOCARDIAL	1	1.0	11
105.654	-93.345	9.606	LAX_LV_ENDOCARDIAL	1	1.0	11
105.751	-92.379	10.393	LAX_LV_ENDOCARDIAL	1	1.0	11
105.848	-91.414	11.181	LAX_LV_ENDOCARDIAL	1	1.0	11
105.945	-90.448	11.969	LAX_LV_ENDOCARDIAL	1	1.0	11
106.042	-89.482	12.756	LAX_LV_ENDOCARDIAL	1	1.0	11
106.139	-88.516	13.544	LAX_LV_ENDOCARDIAL	1	1.0	11
106.236	-87.551	14.332	LAX_LV_ENDOCARDIAL	1	1.0	11
106.333	-86.585	15.119	LAX_LV_ENDOCARDIAL	1	1.0	11
107.671	-85.619	15.754	LAX_LV_ENDOCARDIAL	1	1.0	11
107.767	-84.653	16.542	LAX_LV_ENDOCARDIAL	1	1.0	11
107.865	-83.688	17.330	LAX_LV_ENDOCARDIAL	1	1.0	11
107.962	-82.722	18.117	LAX_LV_ENDOCARDIAL	1	1.0	11
108.058	-81.756	18.905	LAX_LV_ENDOCARDIAL	1	1.0	11
108.155	-80.790	19.693	LAX_LV_ENDOCARDIAL	1	1.0	11
108.252	-79.825	20.480	LAX_LV_ENDOCARDIAL	1	1.0	11
107.109	-78.859	21.421	LAX_LV_ENDOCARDIAL	1	1.0	11
107.206	-77.893	22.209	LAX_LV_ENDOCARDIAL	1	1.0	11
107.303	-76.927	22.996	LAX_LV_ENDOCARDIAL	1	1.0	11
107.400	-75.962	23.784	LAX_LV_ENDOCARDIAL	1	1.0	11
107.497	-74.996	24.572	LAX_LV_ENDOCARDIAL	1	1.0	11
107.594	-74.030	25.359	LAX_LV_ENDOCARDIAL	1	1.0	11
107.691	-73.064	26.147	LAX_LV_ENDOCARDIAL	1	1.0	11
