x,y,z,Frame
34.84326958817519,-3.874922749691904,-96.27471698477977,19
-11.799847554075054,33.25984750441704,-48.76110994828005,19
-9.526599838799545,35.86447146829069,-50.19867792106666,19
12.946788681727678,44.49382927808474,-43.36158267536934,19
18.288983505823538,41.24414918810749,-32.37408192684118,19
-13.2722819898225,19.805730972811215,-24.079065227343445,19
36.1643009576115,29.994468786220573,-21.26038160957643,19
35.202881440111256,37.26502257736838,-38.21838997988508,19
25.02931818005589,23.375085571749597,-81.52755556147864,19
42.81007418099447,-19.497984694449915,-72.39891414697608,19
25.872120076808173,-22.11182772322328,-95.28997558817696,19
40.87438293733558,-5.024081815788184,-43.38858077506671,19
48.01736364999658,-0.43817171863195964,-76.63416271115237,19
48.71817792736456,18.58602308105817,-61.710653799745295,19
24.14866091406823,-7.885477696004895,-97.58313130712857,19
10.800996588738508,14.342894607692115,-86.46295444586822,19
24.99739347935756,48.17163491562546,-53.681269764113416,19
27.259657531322112,-24.857612516616314,-86.91572022278707,19
42.96294946434943,-3.788407320881776,-88.79573370006285,19
38.32418314961717,21.694206577824435,-71.49809324207932,19
-2.373809384237102,21.227529248411816,-16.35599652417147,19
-18.60477525765874,23.302299242810452,-37.27548568405389,19
-12.332101229069034,18.324991071453194,-22.117538969068313,19
1.1909592363903458,14.777753864261506,-13.488477045487254,19
-17.720407654125136,20.342059582644747,-24.759033770787223,19
-8.20908271799173,20.05381265016853,-14.198709036146237,19
-0.5278643737249548,15.007296769779467,-9.408352163087494,19
-2.720898791134051,4.6797616137103795,-12.02802622901188,19
-16.97187030725836,11.433876865604896,-23.339441964888174,19
-22.25443180696124,11.39543066865832,-40.17542631288823,19
-4.972742582803772,2.6683868877734134,-22.436149461001605,19
-18.490277566236845,3.096081540851491,-33.76027071984909,19
9.316916436788205,28.264511283435674,-17.02465531446468,19
25.982133754665462,13.005457441312501,-18.76275617369578,19
-15.4582434440536,-0.05090902867705728,-24.200312064948722,19
41.47511317256211,31.957843247042184,-47.45463984256052,19
0.6132187778460962,21.321558694872387,-77.72108960282328,19
34.07274409554905,32.5407129619285,-60.37577535753662,19
42.51401961638221,0.29591737040796423,-28.483921442235086,19
27.73278015849479,4.192844888893934,-86.8750653027259,19
44.321760304344316,-13.872362922835256,-56.740380643860945,19
47.62503906582992,8.200322703331063,-70.72105671010588,19
20.9129448173798,1.1510337763073875,-89.05200895703659,19
39.67286250726598,6.842123487340774,-77.55592921047844,19
-7.252990689613482,32.07996360662454,-70.84283909195744,19
-19.621565554290957,20.8948167883138,-41.997519971292434,19
-14.340537712003279,28.57232945853889,-64.2345624194733,19
20.97502735789574,3.3377772024040433,-19.466179927372593,19
5.413542547667643,6.9755750694475145,-23.81626748201154,19
1.713302821903593,42.22949588441511,-51.49357177652698,19
48.303472844991035,-11.317575684400431,-75.13108230864464,19
49.427961512934765,9.396249736884226,-49.63628666782597,19
16.630130010368035,34.09845279306603,-20.50858714948307,19
26.38846628192679,-16.914591431206,-100.77981611719824,19
38.072945318662214,-15.089354078985648,-104.62231972545375,19
45.66891843406637,16.00002563741053,-36.6258167259627,19
51.16648472961971,-1.788011603171739,-62.77616016250445,19
29.06223300602622,-22.21377077332615,-74.40704377068086,19
25.48032347636958,-15.552695679024836,-43.711965500900135,19
23.866788788811043,-9.611708304967957,-27.374507315228833,19
29.11478031922152,-18.863555875059756,-60.26281490331597,19
6.19357344483028,25.436969664086728,-15.746706704041852,19
