x,y,z,Frame
35.130974506902255,-3.8299310877116546,-95.73167578635352,17
-11.422804816841724,36.01745507686807,-50.34612532780156,17
-8.438002940740912,38.68874234786319,-52.12506616745797,17
12.025589362507949,47.15690521162672,-46.01350240003432,17
19.0704653648863,44.72354572896122,-35.451369516215706,17
-11.853163236823987,22.16876938918107,-24.708683768806946,17
37.3221255640018,30.875431148026905,-25.01798368404176,17
33.4362164220906,38.930522445707524,-41.29693118807981,17
26.179954942400208,22.907725319900788,-81.43240243403912,17
43.6548515948641,-17.45558847932335,-70.42224194899637,17
26.041333512242705,-22.71463275080955,-93.84358494146244,17
41.36210708669609,-3.4710898146117692,-44.26251696736843,17
47.92987031276799,-1.9808316360214342,-77.55136547266025,17
49.23180937471115,17.55847412944018,-60.42581984356064,17
23.76432923294549,-7.173272853459932,-97.26175825300871,17
10.704709400548625,13.621232670433436,-86.90620151664271,17
22.60833459998835,45.403733141318156,-53.39845359123304,17
26.42309555876092,-24.27249923385278,-84.50848868546204,17
42.880523650002814,-1.4336088519294807,-86.579246656346,17
38.30396994959683,21.40344049510296,-70.72693480646029,17
-1.511754589214237,24.128044256392364,-18.760749203935998,17
-18.343322629769215,26.840090675819788,-40.07419789568029,17
-11.656326414475371,20.167074528876498,-23.193056089730906,17
2.3100794419168933,15.60486110411486,-13.714007669694226,17
-20.24535257718728,20.018001780401757,-26.759685858765955,17
-8.1017558283644,21.00976430259442,-14.298489181260253,17
0.7937217108181925,15.581166504635076,-8.342032824984514,17
-1.9721898265375366,3.747308516497632,-11.76297833618679,17
-18.048443837520466,10.658057072802295,-24.119819185475045,17
-23.11135798661437,11.590655033800623,-41.78932487893004,17
-3.799083656419141,4.324128210245309,-23.769403060344953,17
-19.124687776034786,3.7238754284787765,-35.1780163274657,17
12.132985267307259,32.58425683883503,-19.5504492949399,17
26.5902276454984,14.648489844705335,-17.15159687701371,17
-16.4251634432825,-0.6868823512714634,-25.152707627606308,17
43.679960435937296,31.11529593825452,-47.173108949942346,17
2.259034716372406,22.965122456495006,-77.12807985064934,17
33.01826115157866,35.88158846328518,-61.1343896992179,17
42.63341439805013,0.2223091961499782,-28.447937144788785,17
28.435418968479006,4.700843329537097,-85.71315755660207,17
43.100930697063575,-14.840908566247249,-55.45813509585746,17
48.22712906502336,7.73780639998257,-68.16057463700717,17
20.21086768059273,1.4349037144000274,-89.27787217442054,17
38.54894234199577,8.802650067981185,-77.93080670336302,17
-7.569526534087365,30.129209424927982,-72.96307354955017,17
-20.215805537252095,23.159521367297856,-44.265434538965245,17
-13.613907638469847,28.206731988133047,-66.63063699425356,17
20.517699863087824,3.422556512737305,-20.35798904634601,17
5.587379528538405,7.500188564142792,-25.287828671961382,17
1.926876645620503,44.86109849881709,-53.37009841574372,17
49.318207655434,-11.500228736188244,-75.16395368086303,17
49.43351382052728,7.9304538367194315,-48.88613880040474,17
17.030125122181662,36.91913717433867,-22.335975351763185,17
26.86099480407333,-16.571082017643118,-99.39102735700787,17
38.250185456303655,-16.83802920316,-104.60006818109139,17
44.08652607294421,21.85076983227487,-36.75928264413717,17
51.49746845218133,-0.005207276129940519,-63.90251517170121,17
28.318530517163044,-21.737753413665448,-72.23418011100063,17
26.674659414286985,-15.575246308488584,-44.76280635780964,17
24.021699648913916,-10.159541925812228,-26.434059237869338,17
28.501176418683656,-18.99745576003054,-58.68315229457125,17
5.495460985121195,27.264706010107844,-17.083492380490462,17
13.13479744485534,15.11119200267111,-20.79133439790686,17
-14.942625517965139,31.92619029214429,-46.210695353399856,17
-17.642759615729673,29.59408555823475,-54.679976844220036,17
20.376775516263105,30.634248766022974,-75.08488153996417,17
10.458879938628394,44.54455200591088,-64.14061416950953,17
39.32654544633632,-26.376390866271144,-82.87549136678051,17
35.088052557493825,-22.68054093859163,-94.01843385128868,17
48.23485634104843,-14.80792786939082,-89.61983550894821,17
-8.321032818879585,19.960494795628474,-68.51631013936485,17
-18.170499348687088,16.49335752108403,-56.44548405090472,17
-13.661992727954615,21.317537947392132,-64.22415877416198,17
-18.701997798371508,19.757453091894302,-60.755603680893216,17
-17.621894864452084,8.867250764647933,-49.88683386983794,17
-6.488281536407681,2.9878623805882403,-33.845857508220476,17
-13.663839076815616,2.4150363926511615,-42.347021844775625,17
8.928902712974272,-5.506208422694906,-31.96912564192093,17
0.9114329711140388,2.4062224240124723,-33.808181677889785,17
-6.506335774730182,-0.09360891977977868,-46.06584923332494,17
-0.7762509981684148,-2.214296425715829,-49.771755394453244,17
-11.240238721714194,6.559221245229642,-55.77950730263063,17
-5.006637202832158,1.9609985807641948,-58.74081853516294,17
-12.987392180570135,11.740434759184822,-61.191574212607364,17
-8.024244146739697,10.650374673513733,-66.30626794859661,17
17.86677521265,-14.406414173309383,-83.60967946676571,17
18.20505521305007,-5.398315101325709,-90.43006799625829,17
20.067455953848544,-17.75545678763209,-79.27597147048044,17
19.028770313470265,-10.335748868958866,-88.69121963900832,17
21.05132469847071,-18.10643750580977,-71.53167740162658,17
12.430211901503046,-0.8386627497227958,-84.55439161938136,17
19.031391286081718,-17.387600132478784,-65.59635894603092,17
13.098683644620284,-14.479721290633623,-71.5610700122149,17
9.641733927837251,-10.842331366005856,-76.9871424612297,17
8.521766300689112,-7.06821979403008,-81.63540912153462,17
4.410733735387253,5.7513131526798915,-80.04751341278633,17
2.196512898635893,-8.633208441973657,-72.16470971921055,17
6.975169690453126,-14.9061970100492,-64.10836778798001,17
14.162231512949349,-15.238429555357044,-52.28543878304799,17
1.8484409825630066,-0.6889883349638746,-76.58575574460231,17
10.847885761449435,-9.490815796044092,-41.46188712392879,17
3.3951649835996083,-9.603646358333377,-54.91595636415613,17
-2.0233095264723127,-3.6023908460812795,-66.08462984428488,17
-1.3263621845868643,4.670663557129216,-70.94017725563249,17
-1.5886669178538235,13.629951398539209,-73.33040126169482,17
5.47038115787429,-24.44573978267912,-73.32347002026222,17
-35.97745307286003,-1.1088653250425347,-49.81384334938658,17
-59.154681276548864,13.373375032796206,-71.83022585262732,17
-34.156331525223955,25.435134939691064,-70.25282611434662,17
-61.64923142607484,1.6982079683193476,-81.6710092153092,17
1.941229227654944,-25.099302065088228,-49.82491222148794,17
-15.38148640736162,-21.422765568162795,-101.92419219323361,17
-24.57746512719867,25.529019485444376,-71.17546286440408,17
-15.854664183061088,-28.585719047121568,-58.9525452413174,17
-28.026439391911605,17.750258089082205,-58.75291962305023,17
-18.60995961586652,-12.962967759441073,-2.750101748374308,17
-0.3624489714627659,-8.291142930025416,-1.9638100102246179,17
-5.9466376287967195,-0.15131322726885216,-8.778679767492841,17
-29.394141690862888,8.083115165989618,-52.111011485513515,17
-40.2637211215741,-20.050901556706336,-24.88515560488141,17
-7.984791567577608,-26.02151357514388,-23.670906477296967,17
-57.6449893258773,-2.4134406341478143,-59.168659545349456,17
8.796951221209952,-24.668741401054003,-88.89092238590133,17
-45.7878489590195,-4.238304267824761,-51.83615136323672,17
-20.41122397357856,-3.221740679206578,-5.84063490135189,17
-14.479028845866294,-0.33396313992661575,-10.438514097737299,17
-40.473767756650226,-12.92781949996555,-39.65784682088028,17
-26.253259451032935,-24.479219039274213,-30.216449209482636,17
-25.707410313335036,-7.809265024182723,-0.9233372931923989,17
-8.784227105821742,-14.572667516928028,0.26042608093890507,17
-1.6490922153952257,-1.9522758426476208,-5.541935984835397,17
-51.72095969387067,-5.749097481016074,-91.86824099555912,17
-4.999133462554709,-21.390191736349095,-35.83901447740818,17
-21.66090661967433,-30.20517430908161,-42.97610981415852,17
-48.49622238911781,-29.554360655872998,-67.52935394745104,17
2.6945748822532454,-24.11287169812691,-62.48514560440717,17
-8.152111928631879,-29.763341740356957,-69.51817580193158,17
-37.90581824407986,-12.030833698566731,-96.60151956328828,17
-7.478559371355052,-27.715788339490263,-92.2124173066488,17
-20.502383788666926,-34.1847902080431,-87.83422408205722,17
-24.08522918534894,-15.324779157290658,-101.20382952922058,17
-25.61091810032195,15.928575069424653,-54.79147038698956,17
-0.9290967503106103,9.119779571977967,-88.87743024803078,17
7.426157296288884,-0.06636146296517934,-96.60753482892981,17
-11.8090640592144,15.8667542594915,-79.48175263950161,17
-20.262466432590024,25.358622133750085,-76.91131741498918,17
12.277831444105757,-9.268948779833213,-105.70095978878953,17
-36.62639424097849,-34.97667854422914,-77.7029329188603,17
-26.95375497957859,5.407215355977792,-45.23350949969236,17
-24.73496390072863,-3.4803271837316965,-36.48777842829895,17
