x	y	z	contour type	slice	weight	time frame
264.0	142.0	110.0	SAX_RV_SEPTUM	10	500	0
239.0	162.0	51.0	SAX_RV_SEPTUM	10	500	0
251.0	143.0	77.0	SAX_RV_SEPTUM	10	500	0
278.0	126.0	54.0	SAX_RV_SEPTUM	10	500	0
253.0	147.0	108.0	SAX_RV_SEPTUM	10	500	0
248.0	160.0	45.0	SAX_RV_SEPTUM	10	500	0
281.0	135.0	44.0	SAX_RV_SEPTUM	10	500	0
260.0	139.0	59.0	SAX_RV_SEPTUM	10	500	0
257.0	154.0	47.0	SAX_RV_SEPTUM	10	500	0
245.0	147.0	84.0	SAX_RV_SEPTUM	10	500	0
252.0	153.0	52.0	SAX_RV_SEPTUM	10	500	0
219.0	165.0	83.0	SAX_RV_SEPTUM	10	500	0
247.0	147.0	75.0	SAX_RV_SEPTUM	10	500	0
229.0	157.0	87.0	SAX_RV_SEPTUM	10	500	0
246.0	157.0	112.0	SAX_RV_SEPTUM	10	500	0
250.0	144.0	87.0	SAX_RV_SEPTUM	10	500	0
271.0	126.0	76.0	SAX_RV_SEPTUM	10	500	0
263.0	138.0	106.0	SAX_RV_SEPTUM	10	500	0
241.0	151.0	68.0	SAX_RV_SEPTUM	10	500	0
261.0	147.0	49.0	SAX_RV_SEPTUM	10	500	0
266.0	134.0	101.0	SAX_RV_SEPTUM	10	500	0
272.0	127.0	94.0	SAX_RV_SEPTUM	10	500	0
226.0	158.0	78.0	SAX_RV_SEPTUM	10	500	0
258.0	157.0	42.0	SAX_RV_SEPTUM	10	500	0
267.0	131.0	63.0	SAX_RV_SEPTUM	10	500	0
259.0	150.0	114.0	SAX_RV_SEPTUM	10	500	0
246.0	147.0	83.0	SAX_RV_SEPTUM	10	500	0
263.0	135.0	62.0	SAX_RV_SEPTUM	10	500	0
228.0	157.0	75.0	SAX_RV_SEPTUM	10	500	0
259.0	136.0	70.0	SAX_RV_SEPTUM	10	500	0
242.0	150.0	70.0	SAX_RV_SEPTUM	10	500	0
249.0	152.0	108.0	SAX_RV_SEPTUM	10	500	0
247.0	147.0	72.0	SAX_RV_SEPTUM	10	500	0
273.0	131.0	105.0	SAX_RV_SEPTUM	10	500	0
238.0	164.0	114.0	SAX_RV_SEPTUM	10	500	0
272.0	137.0	48.0	SAX_RV_SEPTUM	10	500	0
252.0	150.0	56.0	SAX_RV_SEPTUM	10	500	0
277.0	120.0	76.0	SAX_RV_SEPTUM	10	500	0
263.0	156.0	122.0	SAX_RV_SEPTUM	10	500	0
240.0	161.0	113.0	SAX_RV_SEPTUM	10	500	0
242.0	160.0	113.0	SAX_RV_SEPTUM	10	500	0
244.0	161.0	47.0	SAX_RV_SEPTUM	10	500	0
251.0	150.0	57.0	SAX_RV_SEPTUM	10	500	0
237.0	153.0	76.0	SAX_RV_SEPTUM	10	500	0
252.0	152.0	53.0	SAX_RV_SEPTUM	10	500	0
235.0	153.0	78.0	SAX_RV_SEPTUM	10	500	0
229.0	158.0	95.0	SAX_RV_SEPTUM	10	500	0
268.0	134.0	102.0	SAX_RV_SEPTUM	10	500	0
273.0	127.0	97.0	SAX_RV_SEPTUM	10	500	0
243.0	156.0	109.0	SAX_RV_SEPTUM	10	500	0
235.0	156.0	95.0	SAX_RV_SEPTUM	10	500	0
269.0	143.0	113.0	SAX_RV_SEPTUM	10	500	0
280.0	129.0	49.0	SAX_RV_SEPTUM	10	500	0
255.0	142.0	67.0	SAX_RV_SEPTUM	10	500	0
271.0	126.0	89.0	SAX_RV_SEPTUM	10	500	0
263.0	133.0	92.0	SAX_RV_SEPTUM	10	500	0
249.0	146.0	96.0	SAX_RV_SEPTUM	10	500	0
241.0	164.0	46.0	SAX_RV_SEPTUM	10	500	0
239.0	156.0	103.0	SAX_RV_SEPTUM	10	500	0
240.0	159.0	56.0	SAX_RV_SEPTUM	10	500	0
251.0	149.0	59.0	SAX_RV_SEPTUM	10	500	0
252.0	151.0	53.0	SAX_RV_SEPTUM	10	500	0
262.0	139.0	106.0	SAX_RV_SEPTUM	10	500	0
231.0	157.0	88.0	SAX_RV_SEPTUM	10	500	0
265.0	131.0	83.0	SAX_RV_SEPTUM	10	500	0
263.0	154.0	39.0	SAX_RV_SEPTUM	10	500	0
271.0	143.0	115.0	SAX_RV_SEPTUM	10	500	0
242.0	158.0	111.0	SAX_RV_SEPTUM	10	500	0
219.0	169.0	66.0	SAX_RV_SEPTUM	10	500	0
223.0	166.0	61.0	SAX_RV_SEPTUM	10	500	0
229.0	155.0	78.0	SAX_RV_SEPTUM	10	500	0
251.0	145.0	67.0	SAX_RV_SEPTUM	10	500	0
239.0	160.0	54.0	SAX_RV_SEPTUM	10	500	0
244.0	150.0	72.0	SAX_RV_SEPTUM	10	500	0
255.0	139.0	88.0	SAX_RV_SEPTUM	10	500	0
253.0	150.0	111.0	SAX_RV_SEPTUM	10	500	0
266.0	141.0	51.0	SAX_RV_SEPTUM	10	500	0
243.0	152.0	100.0	SAX_RV_SEPTUM	10	500	0
265.0	131.0	81.0	SAX_RV_SEPTUM	10	500	0
278.0	121.0	69.0	SAX_RV_SEPTUM	10	500	0
254.0	142.0	71.0	SAX_RV_SEPTUM	10	500	0
244.0	150.0	95.0	SAX_RV_SEPTUM	10	500	0
260.0	135.0	90.0	SAX_RV_SEPTUM	10	500	0
253.0	157.0	118.0	SAX_RV_SEPTUM	10	500	0
229.0	157.0	74.0	SAX_RV_SEPTUM	10	500	0
270.0	126.0	83.0	SAX_RV_SEPTUM	10	500	0
259.0	136.0	92.0	SAX_RV_SEPTUM	10	500	0
258.0	145.0	55.0	SAX_RV_SEPTUM	10	500	0
269.0	128.0	76.0	SAX_RV_SEPTUM	10	500	0
282.0	132.0	47.0	SAX_RV_SEPTUM	10	500	0
258.0	138.0	65.0	SAX_RV_SEPTUM	10	500	0
264.0	132.0	79.0	SAX_RV_SEPTUM	10	500	0
264.0	134.0	63.0	SAX_RV_SEPTUM	10	500	0
249.0	145.0	91.0	SAX_RV_SEPTUM	10	500	0
221.0	164.0	72.0	SAX_RV_SEPTUM	10	500	0
255.0	140.0	92.0	SAX_RV_SEPTUM	10	500	0
226.0	161.0	93.0	SAX_RV_SEPTUM	10	500	0
242.0	155.0	107.0	SAX_RV_SEPTUM	10	500	0
266.0	129.0	89.0	SAX_RV_SEPTUM	10	500	0
247.0	171.0	125.0	SAX_RV_SEPTUM	10	500	0
238.0	158.0	104.0	SAX_RV_SEPTUM	10	500	0
262.0	151.0	45.0	SAX_RV_SEPTUM	10	500	0
227.0	160.0	91.0	SAX_RV_SEPTUM	10	500	0
241.0	162.0	50.0	SAX_RV_SEPTUM	10	500	0
265.0	131.0	76.0	SAX_RV_SEPTUM	10	500	0
238.0	158.0	60.0	SAX_RV_SEPTUM	10	500	0
259.0	141.0	103.0	SAX_RV_SEPTUM	10	500	0
239.0	155.0	101.0	SAX_RV_SEPTUM	10	500	0
237.0	154.0	90.0	SAX_RV_SEPTUM	10	500	0
244.0	151.0	100.0	SAX_RV_SEPTUM	10	500	0
247.0	147.0	91.0	SAX_RV_SEPTUM	10	500	0
229.0	155.0	76.0	SAX_RV_SEPTUM	10	500	0
277.0	126.0	56.0	SAX_RV_SEPTUM	10	500	0
246.0	154.0	57.0	SAX_RV_SEPTUM	10	500	0
253.0	143.0	64.0	SAX_RV_SEPTUM	10	500	0
267.0	131.0	65.0	SAX_RV_SEPTUM	10	500	0
277.0	138.0	43.0	SAX_RV_SEPTUM	10	500	0
254.0	148.0	109.0	SAX_RV_SEPTUM	10	500	0
224.0	161.0	68.0	SAX_RV_SEPTUM	10	500	0
243.0	148.0	76.0	SAX_RV_SEPTUM	10	500	0
244.0	154.0	107.0	SAX_RV_SEPTUM	10	500	0
242.0	150.0	83.0	SAX_RV_SEPTUM	10	500	0
245.0	157.0	53.0	SAX_RV_SEPTUM	10	500	0
270.0	140.0	112.0	SAX_RV_SEPTUM	10	500	0
268.0	150.0	120.0	SAX_RV_SEPTUM	10	500	0
260.0	154.0	43.0	SAX_RV_SEPTUM	10	500	0
268.0	129.0	93.0	SAX_RV_SEPTUM	10	500	0
248.0	159.0	117.0	SAX_RV_SEPTUM	10	500	0
268.0	132.0	98.0	SAX_RV_SEPTUM	10	500	0
237.0	153.0	74.0	SAX_RV_SEPTUM	10	500	0
232.0	156.0	72.0	SAX_RV_SEPTUM	10	500	0
275.0	124.0	68.0	SAX_RV_SEPTUM	10	500	0
272.0	125.0	83.0	SAX_RV_SEPTUM	10	500	0
241.0	158.0	55.0	SAX_RV_SEPTUM	10	500	0
268.0	136.0	53.0	SAX_RV_SEPTUM	10	500	0
220.0	164.0	85.0	SAX_RV_SEPTUM	10	500	0
271.0	136.0	108.0	SAX_RV_SEPTUM	10	500	0
234.0	158.0	61.0	SAX_RV_SEPTUM	10	500	0
277.0	130.0	51.0	SAX_RV_SEPTUM	10	500	0
281.0	134.0	45.0	SAX_RV_SEPTUM	10	500	0
254.0	158.0	43.0	SAX_RV_SEPTUM	10	500	0
280.0	125.0	54.0	SAX_RV_SEPTUM	10	500	0
274.0	128.0	59.0	SAX_RV_SEPTUM	10	500	0
266.0	136.0	55.0	SAX_RV_SEPTUM	10	500	0
259.0	155.0	43.0	SAX_RV_SEPTUM	10	500	0
267.0	143.0	48.0	SAX_RV_SEPTUM	10	500	0
268.0	144.0	46.0	SAX_RV_SEPTUM	10	500	0
275.0	144.0	41.0	SAX_RV_SEPTUM	10	500	0
241.0	159.0	54.0	SAX_RV_SEPTUM	10	500	0
255.0	141.0	72.0	SAX_RV_SEPTUM	10	500	0
241.0	157.0	58.0	SAX_RV_SEPTUM	10	500	0
265.0	130.0	89.0	SAX_RV_SEPTUM	10	500	0
258.0	151.0	48.0	SAX_RV_SEPTUM	10	500	0
219.0	165.0	74.0	SAX_RV_SEPTUM	10	500	0
246.0	163.0	118.0	SAX_RV_SEPTUM	10	500	0
266.0	129.0	83.0	SAX_RV_SEPTUM	10	500	0
248.0	162.0	41.0	SAX_RV_SEPTUM	10	500	0
282.0	128.0	49.0	SAX_RV_SEPTUM	10	500	0
272.0	125.0	77.0	SAX_RV_SEPTUM	10	500	0
272.0	132.0	54.0	SAX_RV_SEPTUM	10	500	0
249.0	147.0	101.0	SAX_RV_SEPTUM	10	500	0
282.0	130.0	46.0	SAX_RV_SEPTUM	10	500	0
239.0	154.0	97.0	SAX_RV_SEPTUM	10	500	0
254.0	141.0	74.0	SAX_RV_SEPTUM	10	500	0
255.0	139.0	74.0	SAX_RV_SEPTUM	10	500	0
238.0	164.0	115.0	SAX_RV_SEPTUM	10	500	0
242.0	157.0	55.0	SAX_RV_SEPTUM	10	500	0
231.0	155.0	72.0	SAX_RV_SEPTUM	10	500	0
256.0	138.0	71.0	SAX_RV_SEPTUM	10	500	0
233.0	155.0	68.0	SAX_RV_SEPTUM	10	500	0
266.0	151.0	121.0	SAX_RV_SEPTUM	10	500	0
259.0	140.0	102.0	SAX_RV_SEPTUM	10	500	0
258.0	137.0	89.0	SAX_RV_SEPTUM	10	500	0
255.0	140.0	72.0	SAX_RV_SEPTUM	10	500	0
258.0	159.0	39.0	SAX_RV_SEPTUM	10	500	0
228.0	166.0	51.0	SAX_RV_SEPTUM	10	500	0
248.0	153.0	56.0	SAX_RV_SEPTUM	10	500	0
245.0	148.0	72.0	SAX_RV_SEPTUM	10	500	0
274.0	127.0	63.0	SAX_RV_SEPTUM	10	500	0
263.0	148.0	117.0	SAX_RV_SEPTUM	10	500	0
259.0	144.0	53.0	SAX_RV_SEPTUM	10	500	0
249.0	146.0	68.0	SAX_RV_SEPTUM	10	500	0
258.0	136.0	77.0	SAX_RV_SEPTUM	10	500	0
235.0	162.0	53.0	SAX_RV_SEPTUM	10	500	0
254.0	141.0	91.0	SAX_RV_SEPTUM	10	500	0
246.0	148.0	68.0	SAX_RV_SEPTUM	10	500	0
263.0	137.0	103.0	SAX_RV_SEPTUM	10	500	0
226.0	162.0	62.0	SAX_RV_SEPTUM	10	500	0
257.0	142.0	63.0	SAX_RV_SEPTUM	10	500	0
223.0	167.0	52.0	SAX_RV_SEPTUM	10	500	0
223.0	162.0	72.0	SAX_RV_SEPTUM	10	500	0
253.0	142.0	69.0	SAX_RV_SEPTUM	10	500	0
238.0	158.0	107.0	SAX_RV_SEPTUM	10	500	0
266.0	135.0	57.0	SAX_RV_SEPTUM	10	500	0
268.0	150.0	121.0	SAX_RV_SEPTUM	10	500	0
234.0	160.0	102.0	SAX_RV_SEPTUM	10	500	0
267.0	128.0	77.0	SAX_RV_SEPTUM	10	500	0
234.0	167.0	44.0	SAX_RV_SEPTUM	10	500	0
249.0	150.0	107.0	SAX_RV_SEPTUM	10	500	0
233.0	166.0	49.0	SAX_RV_SEPTUM	10	500	0
262.0	143.0	109.0	SAX_RV_SEPTUM	10	500	0
242.0	150.0	78.0	SAX_RV_SEPTUM	10	500	0
254.0	140.0	81.0	SAX_RV_SEPTUM	10	500	0
245.0	147.0	83.0	SAX_RV_SEPTUM	10	500	0
259.0	135.0	87.0	SAX_RV_SEPTUM	10	500	0
253.0	142.0	95.0	SAX_RV_SEPTUM	10	500	0
278.0	125.0	56.0	SAX_RV_SEPTUM	10	500	0
242.0	166.0	42.0	SAX_RV_SEPTUM	10	500	0
272.0	134.0	51.0	SAX_RV_SEPTUM	10	500	0
223.0	163.0	72.0	SAX_RV_SEPTUM	10	500	0
272.0	128.0	97.0	SAX_RV_SEPTUM	10	500	0
258.0	137.0	90.0	SAX_RV_SEPTUM	10	500	0
240.0	166.0	43.0	SAX_RV_SEPTUM	10	500	0
243.0	150.0	69.0	SAX_RV_SEPTUM	10	500	0
248.0	160.0	46.0	SAX_RV_SEPTUM	10	500	0
254.0	142.0	68.0	SAX_RV_SEPTUM	10	500	0
246.0	154.0	108.0	SAX_RV_SEPTUM	10	500	0
230.0	161.0	61.0	SAX_RV_SEPTUM	10	500	0
276.0	133.0	50.0	SAX_RV_SEPTUM	10	500	0
262.0	134.0	94.0	SAX_RV_SEPTUM	10	500	0
269.0	140.0	111.0	SAX_RV_SEPTUM	10	500	0
232.0	155.0	78.0	SAX_RV_SEPTUM	10	500	0
278.0	120.0	71.0	SAX_RV_SEPTUM	10	500	0
241.0	166.0	43.0	SAX_RV_SEPTUM	10	500	0
246.0	154.0	59.0	SAX_RV_SEPTUM	10	500	0
239.0	153.0	93.0	SAX_RV_SEPTUM	10	500	0
283.0	132.0	43.0	SAX_RV_SEPTUM	10	500	0
236.0	160.0	58.0	SAX_RV_SEPTUM	10	500	0
258.0	155.0	119.0	SAX_RV_SEPTUM	10	500	0
249.0	160.0	44.0	SAX_RV_SEPTUM	10	500	0
221.0	162.0	80.0	SAX_RV_SEPTUM	10	500	0
262.0	139.0	104.0	SAX_RV_SEPTUM	10	500	0
233.0	154.0	84.0	SAX_RV_SEPTUM	10	500	0
238.0	156.0	101.0	SAX_RV_SEPTUM	10	500	0
259.0	136.0	72.0	SAX_RV_SEPTUM	10	500	0
219.0	168.0	72.0	SAX_RV_SEPTUM	10	500	0
224.0	160.0	86.0	SAX_RV_SEPTUM	10	500	0
256.0	139.0	92.0	SAX_RV_SEPTUM	10	500	0
271.0	131.0	59.0	SAX_RV_SEPTUM	10	500	0
269.0	136.0	107.0	SAX_RV_SEPTUM	10	500	0
257.0	138.0	95.0	SAX_RV_SEPTUM	10	500	0
247.0	153.0	59.0	SAX_RV_SEPTUM	10	500	0
244.0	151.0	64.0	SAX_RV_SEPTUM	10	500	0
261.0	135.0	95.0	SAX_RV_SEPTUM	10	500	0
265.0	134.0	59.0	SAX_RV_SEPTUM	10	500	0
224.0	162.0	63.0	SAX_RV_SEPTUM	10	500	0
275.0	141.0	44.0	SAX_RV_SEPTUM	10	500	0
251.0	161.0	42.0	SAX_RV_SEPTUM	10	500	0
218.0	169.0	70.0	SAX_RV_SEPTUM	10	500	0
221.0	162.0	73.0	SAX_RV_SEPTUM	10	500	0
257.0	145.0	107.0	SAX_RV_SEPTUM	10	500	0
231.0	155.0	73.0	SAX_RV_SEPTUM	10	500	0
265.0	145.0	113.0	SAX_RV_SEPTUM	10	500	0
236.0	164.0	50.0	SAX_RV_SEPTUM	10	500	0
237.0	165.0	45.0	SAX_RV_SEPTUM	10	500	0
261.0	133.0	82.0	SAX_RV_SEPTUM	10	500	0
266.0	136.0	103.0	SAX_RV_SEPTUM	10	500	0
272.0	128.0	66.0	SAX_RV_SEPTUM	10	500	0
221.0	166.0	65.0	SAX_RV_SEPTUM	10	500	0
273.0	136.0	50.0	SAX_RV_SEPTUM	10	500	0
228.0	162.0	58.0	SAX_RV_SEPTUM	10	500	0
221.0	162.0	85.0	SAX_RV_SEPTUM	10	500	0
255.0	138.0	86.0	SAX_RV_SEPTUM	10	500	0
246.0	154.0	107.0	SAX_RV_SEPTUM	10	500	0
251.0	144.0	72.0	SAX_RV_SEPTUM	10	500	0
259.0	134.0	86.0	SAX_RV_SEPTUM	10	500	0
245.0	162.0	118.0	SAX_RV_SEPTUM	10	500	0
244.0	163.0	118.0	SAX_RV_SEPTUM	10	500	0
263.0	136.0	59.0	SAX_RV_SEPTUM	10	500	0
217.0	171.0	66.0	SAX_RV_SEPTUM	10	500	0
226.0	165.0	53.0	SAX_RV_SEPTUM	10	500	0
261.0	140.0	57.0	SAX_RV_SEPTUM	10	500	0
238.0	164.0	48.0	SAX_RV_SEPTUM	10	500	0
237.0	157.0	61.0	SAX_RV_SEPTUM	10	500	0
218.0	169.0	72.0	SAX_RV_SEPTUM	10	500	0
278.0	121.0	67.0	SAX_RV_SEPTUM	10	500	0
225.0	161.0	93.0	SAX_RV_SEPTUM	10	500	0
226.0	160.0	68.0	SAX_RV_SEPTUM	10	500	0
246.0	153.0	106.0	SAX_RV_SEPTUM	10	500	0
270.0	128.0	71.0	SAX_RV_SEPTUM	10	500	0
237.0	161.0	53.0	SAX_RV_SEPTUM	10	500	0
236.0	158.0	60.0	SAX_RV_SEPTUM	10	500	0
276.0	127.0	61.0	SAX_RV_SEPTUM	10	500	0
276.0	140.0	43.0	SAX_RV_SEPTUM	10	500	0
269.0	134.0	53.0	SAX_RV_SEPTUM	10	500	0
270.0	132.0	101.0	SAX_RV_SEPTUM	10	500	0
257.0	150.0	51.0	SAX_RV_SEPTUM	10	500	0
263.0	135.0	63.0	SAX_RV_SEPTUM	10	500	0
252.0	146.0	103.0	SAX_RV_SEPTUM	10	500	0
272.0	125.0	85.0	SAX_RV_SEPTUM	10	500	0
252.0	150.0	55.0	SAX_RV_SEPTUM	10	500	0
219.0	165.0	81.0	SAX_RV_SEPTUM	10	500	0
259.0	134.0	80.0	SAX_RV_SEPTUM	10	500	0
243.0	156.0	110.0	SAX_RV_SEPTUM	10	500	0
224.0	167.0	53.0	SAX_RV_SEPTUM	10	500	0
238.0	151.0	83.0	SAX_RV_SEPTUM	10	500	0
243.0	159.0	113.0	SAX_RV_SEPTUM	10	500	0
263.0	134.0	97.0	SAX_RV_SEPTUM	10	500	0
225.0	161.0	94.0	SAX_RV_SEPTUM	10	500	0
234.0	154.0	79.0	SAX_RV_SEPTUM	10	500	0
257.0	158.0	42.0	SAX_RV_SEPTUM	10	500	0
232.0	162.0	57.0	SAX_RV_SEPTUM	10	500	0
221.0	167.0	61.0	SAX_RV_SEPTUM	10	500	0
275.0	122.0	83.0	SAX_RV_SEPTUM	10	500	0
254.0	145.0	102.0	SAX_RV_SEPTUM	10	500	0
279.0	131.0	49.0	SAX_RV_SEPTUM	10	500	0
247.0	159.0	114.0	SAX_RV_SEPTUM	10	500	0
274.0	123.0	79.0	SAX_RV_SEPTUM	10	500	0
280.0	138.0	41.0	SAX_RV_SEPTUM	10	500	0
256.0	140.0	67.0	SAX_RV_SEPTUM	10	500	0
278.0	124.0	59.0	SAX_RV_SEPTUM	10	500	0
259.0	137.0	96.0	SAX_RV_SEPTUM	10	500	0
237.0	165.0	47.0	SAX_RV_SEPTUM	10	500	0
217.0	171.0	69.0	SAX_RV_SEPTUM	10	500	0
259.0	158.0	39.0	SAX_RV_SEPTUM	10	500	0
256.0	138.0	68.0	SAX_RV_SEPTUM	10	500	0
245.0	150.0	100.0	SAX_RV_SEPTUM	10	500	0
227.0	167.0	48.0	SAX_RV_SEPTUM	10	500	0
271.0	128.0	64.0	SAX_RV_SEPTUM	10	500	0
279.0	124.0	58.0	SAX_RV_SEPTUM	10	500	0
257.0	137.0	80.0	SAX_RV_SEPTUM	10	500	0
240.0	151.0	87.0	SAX_RV_SEPTUM	10	500	0
242.0	155.0	106.0	SAX_RV_SEPTUM	10	500	0
246.0	150.0	65.0	SAX_RV_SEPTUM	10	500	0
239.0	154.0	64.0	SAX_RV_SEPTUM	10	500	0
265.0	130.0	77.0	SAX_RV_SEPTUM	10	500	0
262.0	155.0	121.0	SAX_RV_SEPTUM	10	500	0
258.0	143.0	57.0	SAX_RV_SEPTUM	10	500	0
243.0	152.0	63.0	SAX_RV_SEPTUM	10	500	0
279.0	132.0	49.0	SAX_RV_SEPTUM	10	500	0
244.0	150.0	69.0	SAX_RV_SEPTUM	10	500	0
245.0	160.0	114.0	SAX_RV_SEPTUM	10	500	0
241.0	165.0	118.0	SAX_RV_SEPTUM	10	500	0
235.0	159.0	60.0	SAX_RV_SEPTUM	10	500	0
238.0	151.0	75.0	SAX_RV_SEPTUM	10	500	0
257.0	159.0	121.0	SAX_RV_SEPTUM	10	500	0
259.0	136.0	90.0	SAX_RV_SEPTUM	10	500	0
238.0	160.0	108.0	SAX_RV_SEPTUM	10	500	0
251.0	153.0	53.0	SAX_RV_SEPTUM	10	500	0
230.0	160.0	96.0	SAX_RV_SEPTUM	10	500	0
273.0	130.0	104.0	SAX_RV_SEPTUM	10	500	0
258.0	160.0	123.0	SAX_RV_SEPTUM	10	500	0
264.0	132.0	90.0	SAX_RV_SEPTUM	10	500	0
256.0	156.0	120.0	SAX_RV_SEPTUM	10	500	0
243.0	155.0	109.0	SAX_RV_SEPTUM	10	500	0
262.0	138.0	106.0	SAX_RV_SEPTUM	10	500	0
259.0	143.0	108.0	SAX_RV_SEPTUM	10	500	0
259.0	136.0	68.0	SAX_RV_SEPTUM	10	500	0
276.0	121.0	80.0	SAX_RV_SEPTUM	10	500	0
251.0	143.0	81.0	SAX_RV_SEPTUM	10	500	0
267.0	142.0	48.0	SAX_RV_SEPTUM	10	500	0
233.0	160.0	60.0	SAX_RV_SEPTUM	10	500	0
224.0	163.0	65.0	SAX_RV_SEPTUM	10	500	0
278.0	121.0	70.0	SAX_RV_SEPTUM	10	500	0
219.0	164.0	78.0	SAX_RV_SEPTUM	10	500	0
236.0	154.0	90.0	SAX_RV_SEPTUM	10	500	0
258.0	137.0	96.0	SAX_RV_SEPTUM	10	500	0
258.0	143.0	107.0	SAX_RV_SEPTUM	10	500	0
229.0	156.0	76.0	SAX_RV_SEPTUM	10	500	0
224.0	161.0	90.0	SAX_RV_SEPTUM	10	500	0
267.0	133.0	58.0	SAX_RV_SEPTUM	10	500	0
276.0	127.0	60.0	SAX_RV_SEPTUM	10	500	0
229.0	157.0	69.0	SAX_RV_SEPTUM	10	500	0
233.0	155.0	89.0	SAX_RV_SEPTUM	10	500	0
251.0	143.0	87.0	SAX_RV_SEPTUM	10	500	0
257.0	137.0	75.0	SAX_RV_SEPTUM	10	500	0
248.0	150.0	61.0	SAX_RV_SEPTUM	10	500	0
219.0	164.0	82.0	SAX_RV_SEPTUM	10	500	0
247.0	153.0	57.0	SAX_RV_SEPTUM	10	500	0
269.0	129.0	93.0	SAX_RV_SEPTUM	10	500	0
254.0	144.0	62.0	SAX_RV_SEPTUM	10	500	0
271.0	140.0	48.0	SAX_RV_SEPTUM	10	500	0
247.0	162.0	43.0	SAX_RV_SEPTUM	10	500	0
269.0	134.0	104.0	SAX_RV_SEPTUM	10	500	0
243.0	165.0	42.0	SAX_RV_SEPTUM	10	500	0
220.0	165.0	70.0	SAX_RV_SEPTUM	10	500	0
217.0	171.0	65.0	SAX_RV_SEPTUM	10	500	0
251.0	143.0	88.0	SAX_RV_SEPTUM	10	500	0
252.0	163.0	122.0	SAX_RV_SEPTUM	10	500	0
231.0	157.0	92.0	SAX_RV_SEPTUM	10	500	0
276.0	130.0	52.0	SAX_RV_SEPTUM	10	500	0
227.0	161.0	63.0	SAX_RV_SEPTUM	10	500	0
238.0	162.0	113.0	SAX_RV_SEPTUM	10	500	0
271.0	126.0	85.0	SAX_RV_SEPTUM	10	500	0
244.0	161.0	117.0	SAX_RV_SEPTUM	10	500	0
268.0	141.0	111.0	SAX_RV_SEPTUM	10	500	0
243.0	160.0	50.0	SAX_RV_SEPTUM	10	500	0
256.0	143.0	59.0	SAX_RV_SEPTUM	10	500	0
222.0	167.0	60.0	SAX_RV_SEPTUM	10	500	0
269.0	147.0	119.0	SAX_RV_SEPTUM	10	500	0
246.0	151.0	62.0	SAX_RV_SEPTUM	10	500	0
274.0	125.0	66.0	SAX_RV_SEPTUM	10	500	0
254.0	161.0	39.0	SAX_RV_SEPTUM	10	500	0
226.0	160.0	72.0	SAX_RV_SEPTUM	10	500	0
233.0	158.0	98.0	SAX_RV_SEPTUM	10	500	0
274.0	122.0	82.0	SAX_RV_SEPTUM	10	500	0
249.0	144.0	86.0	SAX_RV_SEPTUM	10	500	0
219.0	169.0	60.0	SAX_RV_SEPTUM	10	500	0
247.0	149.0	100.0	SAX_RV_SEPTUM	10	500	0
265.0	131.0	73.0	SAX_RV_SEPTUM	10	500	0
273.0	126.0	97.0	SAX_RV_SEPTUM	10	500	0
256.0	138.0	95.0	SAX_RV_SEPTUM	10	500	0
280.0	124.0	53.0	SAX_RV_SEPTUM	10	500	0
252.0	158.0	44.0	SAX_RV_SEPTUM	10	500	0
229.0	158.0	93.0	SAX_RV_SEPTUM	10	500	0
263.0	160.0	126.0	SAX_RV_SEPTUM	10	500	0
219.0	167.0	71.0	SAX_RV_SEPTUM	10	500	0
247.0	151.0	106.0	SAX_RV_SEPTUM	10	500	0
264.0	147.0	114.0	SAX_RV_SEPTUM	10	500	0
249.0	156.0	113.0	SAX_RV_SEPTUM	10	500	0
232.0	159.0	63.0	SAX_RV_SEPTUM	10	500	0
275.0	123.0	73.0	SAX_RV_SEPTUM	10	500	0
256.0	139.0	68.0	SAX_RV_SEPTUM	10	500	0
249.0	145.0	83.0	SAX_RV_SEPTUM	10	500	0
251.0	158.0	118.0	SAX_RV_SEPTUM	10	500	0
219.0	166.0	69.0	SAX_RV_SEPTUM	10	500	0
235.0	154.0	86.0	SAX_RV_SEPTUM	10	500	0
254.0	142.0	69.0	SAX_RV_SEPTUM	10	500	0
252.0	145.0	64.0	SAX_RV_SEPTUM	10	500	0
242.0	150.0	82.0	SAX_RV_SEPTUM	10	500	0
246.0	148.0	91.0	SAX_RV_SEPTUM	10	500	0
276.0	124.0	64.0	SAX_RV_SEPTUM	10	500	0
220.0	168.0	58.0	SAX_RV_SEPTUM	10	500	0
245.0	154.0	108.0	SAX_RV_SEPTUM	10	500	0
248.0	153.0	110.0	SAX_RV_SEPTUM	10	500	0
258.0	139.0	66.0	SAX_RV_SEPTUM	10	500	0
225.0	158.0	77.0	SAX_RV_SEPTUM	10	500	0
256.0	138.0	72.0	SAX_RV_SEPTUM	10	500	0
238.0	155.0	99.0	SAX_RV_SEPTUM	10	500	0
235.0	165.0	48.0	SAX_RV_SEPTUM	10	500	0
265.0	132.0	95.0	SAX_RV_SEPTUM	10	500	0
254.0	144.0	63.0	SAX_RV_SEPTUM	10	500	0
233.0	154.0	76.0	SAX_RV_SEPTUM	10	500	0
246.0	148.0	89.0	SAX_RV_SEPTUM	10	500	0
272.0	126.0	70.0	SAX_RV_SEPTUM	10	500	0
219.0	164.0	76.0	SAX_RV_SEPTUM	10	500	0
